,item_id,date,p10,p50,p90
11,client_180,2015-01-01T02:00:00Z,58.32478106022357,73.53054200170521,91.85618079805668
12,client_180,2015-01-01T03:00:00Z,56.62576415461565,68.99956695803806,91.09244354404743
13,client_180,2015-01-01T04:00:00Z,53.63901385340504,69.08546212548062,88.70814293328476
14,client_180,2015-01-01T05:00:00Z,52.29151819840416,72.5806358212711,97.41188568648798
15,client_354,2015-01-01T01:00:00Z,141.9728546143,169.6846160889,191.49685668950002
16,client_354,2015-01-01T02:00:00Z,59.1401519775,82.8609390259,108.1135864258
17,client_354,2015-01-01T03:00:00Z,58.736991882299996,79.6291275024,109.26454925540001
18,client_354,2015-01-01T04:00:00Z,63.2733230591,90.1294937134,116.37182617190001
19,client_354,2015-01-01T05:00:00Z,78.361869812,102.75576019290001,134.8181304932
0,client_116,2015-01-01T01:00:00Z,2.790743152459408,3.478698670409765,4.166654188360123
1,client_116,2015-01-01T02:00:00Z,2.5466647598517893,3.5335502178191174,4.520435675786446
2,client_116,2015-01-01T03:00:00Z,2.1835497525841463,3.3884504714264745,4.593351190268803
3,client_116,2015-01-01T04:00:00Z,1.969419958903036,3.3615573648852988,4.753694770867562
4,client_116,2015-01-01T05:00:00Z,1.8432724625633712,3.4091388816277446,4.975005300692119
0,client_257,2015-01-01T01:00:00Z,56.09619903564453,63.20190048217773,82.59860229492188
1,client_257,2015-01-01T02:00:00Z,54.71609878540039,63.20190048217773,86.87699890136719
2,client_257,2015-01-01T03:00:00Z,55.30759811401367,60.83399963378906,92.32649993896484
3,client_257,2015-01-01T04:00:00Z,54.71609878540039,59.85020065307617,110.15579986572266
4,client_257,2015-01-01T05:00:00Z,54.3218002319336,61.425498962402344,110.29969787597656
5,client_5,2015-01-01T01:00:00Z,230.69613975797387,258.2564284786343,285.8167171992947
6,client_5,2015-01-01T02:00:00Z,192.9322052390989,229.81132185448126,266.6904384698637
7,client_5,2015-01-01T03:00:00Z,177.2857053171362,221.11888357528218,264.9520618334282
8,client_5,2015-01-01T04:00:00Z,157.38152942818496,206.5324119584637,255.6832944887425
9,client_5,2015-01-01T05:00:00Z,145.03281167088838,198.67992796240745,252.32704425392652
0,client_346,2015-01-01T01:00:00Z,-10.484604833525314,-2.447166947651657,6.255206074071128
1,client_346,2015-01-01T02:00:00Z,-11.16021781020247,-3.4588947285148937,6.641358414606963
2,client_346,2015-01-01T03:00:00Z,-13.921367498563821,-4.601056157329278,4.700923889331594
3,client_346,2015-01-01T04:00:00Z,-15.437897442160615,-5.974671962650424,5.509349951542985
4,client_346,2015-01-01T05:00:00Z,-16.198218180066938,-5.989612163432069,5.152037625535167
0,client_303,2015-01-01T01:00:00Z,19.10381872692999,23.349962771409782,28.841727424788605
1,client_303,2015-01-01T02:00:00Z,19.229420175388093,25.04849167264505,33.05298898500499
2,client_303,2015-01-01T03:00:00Z,20.646589191837684,25.34596926826956,36.06332192151558
3,client_303,2015-01-01T04:00:00Z,20.22540394713344,26.61373030791916,38.92225699164501
4,client_303,2015-01-01T05:00:00Z,20.365253699547907,28.321078874823147,42.34488042563999
0,client_19,2015-01-01T01:00:00Z,49.73941802979999,54.8989105225,60.857063293500005
1,client_19,2015-01-01T02:00:00Z,39.156352996799995,43.9973144531,49.326835632299996
2,client_19,2015-01-01T03:00:00Z,31.364137649499998,35.5933303833,40.612411499000004
3,client_19,2015-01-01T04:00:00Z,27.7674751282,33.041179657,38.705406189
4,client_19,2015-01-01T05:00:00Z,26.123735427899998,30.8611888885,35.500434875500005
5,client_26,2015-01-01T01:00:00Z,28.06186256437736,31.44017817799108,35.0989760838048
6,client_26,2015-01-01T02:00:00Z,23.05648448196069,27.044010725367052,31.30414286477341
7,client_26,2015-01-01T03:00:00Z,20.407916635565453,24.97109157872572,29.487700512385985
8,client_26,2015-01-01T04:00:00Z,22.21275318636035,27.29553282021552,32.093784675470694
9,client_26,2015-01-01T05:00:00Z,18.944846309035498,23.820699146031536,29.36099976747757
10,client_96,2015-01-01T01:00:00Z,65.3635635376,73.0178375244,82.8173751831
11,client_96,2015-01-01T02:00:00Z,62.2434043884,70.4709777832,83.3784484863
12,client_96,2015-01-01T03:00:00Z,57.863643646199996,67.2769851685,77.90017700199999
13,client_96,2015-01-01T04:00:00Z,55.9920082092,68.0863265991,81.6901092529
14,client_96,2015-01-01T05:00:00Z,59.0705184937,70.18143463130001,81.0561065674
0,client_261,2015-01-01T01:00:00Z,82.6468423496907,91.7055851840378,100.76432801838487
1,client_261,2015-01-01T02:00:00Z,79.86153980910986,90.03255227886282,100.2035647486158
2,client_261,2015-01-01T03:00:00Z,74.02550373412505,84.65821154156902,95.29091934901301
3,client_261,2015-01-01T04:00:00Z,69.0130083386903,79.9770138553613,90.94101937203229
4,client_261,2015-01-01T05:00:00Z,71.72623816473326,84.15766689828803,96.58909563184278
0,client_132,2015-01-01T01:00:00Z,4.8489718437,6.1250071526,7.491563797
1,client_132,2015-01-01T02:00:00Z,4.5659599304,5.9463043212999995,7.8209915161
2,client_132,2015-01-01T03:00:00Z,4.694680690799999,5.8308491707000005,7.1775436401
3,client_132,2015-01-01T04:00:00Z,3.8684887886,5.7755022049,6.7386341095
4,client_132,2015-01-01T05:00:00Z,3.9843709469,5.5527949333,7.137401103999999
5,client_172,2015-01-01T01:00:00Z,27.711599349975586,32.806900024414055,43.786598205566406
6,client_172,2015-01-01T02:00:00Z,27.45039939880371,32.152599334716804,43.65729904174805
7,client_172,2015-01-01T03:00:00Z,27.44910049438477,32.674999237060554,49.80020141601562
8,client_172,2015-01-01T04:00:00Z,26.272199630737305,31.499500274658203,49.27640151977539
9,client_172,2015-01-01T05:00:00Z,26.92659950256348,32.806900024414055,50.45320129394531
10,client_193,2015-01-01T01:00:00Z,944.2056274414,1039.2845458984,1169.7316894531
11,client_193,2015-01-01T02:00:00Z,862.9411621094,974.3495483398,1123.1796875
12,client_193,2015-01-01T03:00:00Z,894.9593505859,1022.8364868164,1170.0786132812
13,client_193,2015-01-01T04:00:00Z,926.2405395508,1075.494140625,1185.8820800781
14,client_193,2015-01-01T05:00:00Z,1035.6436767578,1189.3505859375,1313.1579589844
15,client_244,2015-01-01T01:00:00Z,103.68872728762562,127.02501285522423,150.30711383641858
16,client_244,2015-01-01T02:00:00Z,89.50763626983836,107.91274560760236,128.88668081890748
17,client_244,2015-01-01T03:00:00Z,81.42112530463899,98.10618032450036,125.89419255777906
18,client_244,2015-01-01T04:00:00Z,83.22271985071575,103.63759104689005,121.2019870813618
19,client_244,2015-01-01T05:00:00Z,84.22321469639648,111.2884085431894,131.63851370013245
0,client_260,2015-01-01T01:00:00Z,11.152444839500001,14.0647392273,17.0792999268
1,client_260,2015-01-01T02:00:00Z,9.7108383179,13.1910610199,17.0588798523
2,client_260,2015-01-01T03:00:00Z,8.5716342926,11.995251655599999,15.1318264008
3,client_260,2015-01-01T04:00:00Z,7.4043059349,11.5519151688,15.8485574722
4,client_260,2015-01-01T05:00:00Z,10.628865242,13.613992690999998,19.2849979401
5,client_268,2015-01-01T01:00:00Z,159.9868708280776,222.22865493601623,304.0219464450434
6,client_268,2015-01-01T02:00:00Z,132.53539154437837,208.24180209880157,339.35669959366834
7,client_268,2015-01-01T03:00:00Z,150.1717758995599,209.18122795918114,340.5776014420683
8,client_268,2015-01-01T04:00:00Z,153.0054347990502,216.58242236718445,359.90682276036887
9,client_268,2015-01-01T05:00:00Z,156.67026966906525,236.70665660370557,385.69957098134796
0,client_134,2015-01-01T01:00:00Z,6.649438858,8.5318183899,10.5102119446
1,client_134,2015-01-01T02:00:00Z,6.467880248999999,8.4350767136,11.0009317398
2,client_134,2015-01-01T03:00:00Z,5.925208091699999,8.531788826,11.2592878342
3,client_134,2015-01-01T04:00:00Z,5.5351285934000005,8.499613761900001,10.7486543655
4,client_134,2015-01-01T05:00:00Z,5.7663049698,8.507390022300001,12.0395421982
5,client_248,2015-01-01T01:00:00Z,24.75988006591797,26.72259521484375,32.42419815063477
6,client_248,2015-01-01T02:00:00Z,26.709341049194336,36.31550216674805,55.44881057739258
7,client_248,2015-01-01T03:00:00Z,29.11295318603516,30.46974372863769,46.23303985595703
8,client_248,2015-01-01T04:00:00Z,27.09015655517578,34.415115356445305,49.36367797851562
9,client_248,2015-01-01T05:00:00Z,30.968019485473636,42.78603744506836,60.26220703125
10,client_250,2015-01-01T01:00:00Z,24.020720809974165,28.66535713070889,36.51467338375285
11,client_250,2015-01-01T02:00:00Z,21.469482081454167,28.306492621004768,39.82781464366506
12,client_250,2015-01-01T03:00:00Z,21.781067368499638,26.675383316764513,37.97546255545317
13,client_250,2015-01-01T04:00:00Z,20.602563670649275,27.08350924341129,39.33697037336296
14,client_250,2015-01-01T05:00:00Z,22.324883127927546,29.61177660517887,43.619076641262254
0,client_170,2015-01-01T01:00:00Z,102.2316513062,117.1204223633,133.07421875
1,client_170,2015-01-01T02:00:00Z,94.40182495120001,109.2676391602,122.7748413086
2,client_170,2015-01-01T03:00:00Z,96.3654022217,110.9022521973,126.56237792969999
3,client_170,2015-01-01T04:00:00Z,87.90782165530001,104.86549377440001,126.3263397217
4,client_170,2015-01-01T05:00:00Z,91.98448181149999,107.3521652222,129.54315185549999
5,client_183,2015-01-01T01:00:00Z,42.82027990003671,49.05561215354065,56.16185453126521
6,client_183,2015-01-01T02:00:00Z,43.25519516540412,50.74838130835169,62.83053411812809
7,client_183,2015-01-01T03:00:00Z,43.000604764108544,49.641304508104255,63.01673141260842
8,client_183,2015-01-01T04:00:00Z,42.11862004896247,49.86353195109764,62.18556915450714
9,client_183,2015-01-01T05:00:00Z,44.78183805790556,53.36797201009156,67.19307246143833
0,client_302,2015-01-01T01:00:00Z,54.17370241607802,67.41005160787935,81.00493079694766
1,client_302,2015-01-01T02:00:00Z,48.315229450872145,63.63877068548333,81.5957644976763
2,client_302,2015-01-01T03:00:00Z,49.13869328818622,62.51116953804536,77.37325548794004
3,client_302,2015-01-01T04:00:00Z,44.86002273052209,61.53788624738697,76.26307951655596
4,client_302,2015-01-01T05:00:00Z,52.3031622810429,66.78218768822056,83.6200023916449
0,client_103,2015-01-01T01:00:00Z,13.8579378128,28.092538833600003,46.149055481000005
1,client_103,2015-01-01T02:00:00Z,3.9898500443000002,24.5092601776,41.593528747600004
2,client_103,2015-01-01T03:00:00Z,13.5366153717,29.217222213699998,52.7991790771
3,client_103,2015-01-01T04:00:00Z,12.1032886505,33.710395813000005,55.578533172600004
4,client_103,2015-01-01T05:00:00Z,17.3946113586,34.1849708557,59.77230072020001
5,client_14,2015-01-01T01:00:00Z,42.335559845,46.3592224121,51.5517196655
6,client_14,2015-01-01T02:00:00Z,37.7913169861,41.805374145500004,48.4231033325
7,client_14,2015-01-01T03:00:00Z,33.2970428467,37.8047294617,43.1041069031
8,client_14,2015-01-01T04:00:00Z,30.705715179400002,36.635654449499995,43.238262176499994
9,client_14,2015-01-01T05:00:00Z,29.870227813699998,35.0522651672,39.9106025696
0,client_160,2015-01-01T01:00:00Z,1342.4472237654038,1477.6820533488321,1630.4453701005546
1,client_160,2015-01-01T02:00:00Z,1327.475550117308,1521.3688669983053,1745.4987218187146
2,client_160,2015-01-01T03:00:00Z,1323.7438870101464,1515.74098327697,1720.0712326142602
3,client_160,2015-01-01T04:00:00Z,1268.8207251753004,1467.1254087256439,1705.140188110923
4,client_160,2015-01-01T05:00:00Z,1238.0718494735172,1470.7324463786438,1696.2824948303314
5,client_75,2015-01-01T01:00:00Z,81.1795959473,90.5988464355,100.763961792
6,client_75,2015-01-01T02:00:00Z,70.8001556396,79.3281936646,89.6697235107
7,client_75,2015-01-01T03:00:00Z,62.7061691284,70.2680511475,79.6857757568
8,client_75,2015-01-01T04:00:00Z,52.4418716431,61.8962402344,70.4831085205
9,client_75,2015-01-01T05:00:00Z,46.458335876499994,56.1417655945,67.6598358154
0,client_188,2015-01-01T01:00:00Z,160.2109527588,182.2784576416,208.2389984131
1,client_188,2015-01-01T02:00:00Z,164.7544555664,185.4138641357,210.1688232422
2,client_188,2015-01-01T03:00:00Z,131.7651672363,151.64894104,171.547958374
3,client_188,2015-01-01T04:00:00Z,120.3067321777,142.2685241699,167.21003723139998
4,client_188,2015-01-01T05:00:00Z,124.9696426392,152.0967254639,184.4602508545
5,client_299,2015-01-01T01:00:00Z,72.05329858916417,83.28198361738066,95.67502009174221
6,client_299,2015-01-01T02:00:00Z,65.95771489171199,77.727494078272,91.13859069205076
7,client_299,2015-01-01T03:00:00Z,65.604158365274,77.34840867567272,90.22037960567886
8,client_299,2015-01-01T04:00:00Z,63.749265576447314,75.84515691702849,89.37290124456425
9,client_299,2015-01-01T05:00:00Z,65.18830734661955,80.02326807361928,91.08823775460027
0,client_143,2015-01-01T01:00:00Z,163.75408313422443,173.59109104030637,182.85859973269348
1,client_143,2015-01-01T02:00:00Z,159.7757140039393,171.97312012669633,186.7752133802361
2,client_143,2015-01-01T03:00:00Z,157.66957309987006,170.11573852765403,186.07559505174538
3,client_143,2015-01-01T04:00:00Z,155.03961422633134,167.46766069469444,183.9258948172984
4,client_143,2015-01-01T05:00:00Z,152.86087388270676,168.7221482360143,183.96233779219662
5,client_272,2015-01-01T01:00:00Z,162.5752410889,181.552154541,205.77210998540002
6,client_272,2015-01-01T02:00:00Z,188.82902526860002,210.6170959473,242.26318359380002
7,client_272,2015-01-01T03:00:00Z,180.58862304689998,204.8335571289,233.57177734380002
8,client_272,2015-01-01T04:00:00Z,179.39024353029998,212.85159301759998,247.72265625
9,client_272,2015-01-01T05:00:00Z,176.2294006348,205.3450622559,235.98301696779998
0,client_110,2015-01-01T01:00:00Z,38.866123199499995,42.4300575256,45.2242279053
1,client_110,2015-01-01T02:00:00Z,36.1494827271,40.222549438499996,44.46398544310001
2,client_110,2015-01-01T03:00:00Z,35.0068435669,39.650028228800004,43.588638305699995
3,client_110,2015-01-01T04:00:00Z,35.6309280396,39.4265441895,43.4878005981
4,client_110,2015-01-01T05:00:00Z,34.2925567627,37.7693939209,42.0299682617
5,client_178,2015-01-01T01:00:00Z,30.66631571029569,37.67562603067389,46.29909164699131
6,client_178,2015-01-01T02:00:00Z,28.70456296770977,37.900491284467776,50.470569677900045
7,client_178,2015-01-01T03:00:00Z,28.527482922561898,35.688130699219094,52.17001368346784
8,client_178,2015-01-01T04:00:00Z,27.77917378307093,36.88455870049209,54.638335456499796
9,client_178,2015-01-01T05:00:00Z,28.097282532086897,39.28918420896487,57.15809407670354
10,client_50,2015-01-01T01:00:00Z,53.3694229126,59.8674697876,66.8521652222
11,client_50,2015-01-01T02:00:00Z,54.585483551,61.515502929700006,67.076210022
12,client_50,2015-01-01T03:00:00Z,43.4752082825,49.005214691199996,55.623760223400005
13,client_50,2015-01-01T04:00:00Z,30.6499042511,37.6086807251,44.1518707275
14,client_50,2015-01-01T05:00:00Z,29.4968032837,36.6045303345,44.0503158569
15,client_99,2015-01-01T01:00:00Z,-0.8196827769,0.6120697856,2.6276311874
16,client_99,2015-01-01T02:00:00Z,-1.1229846478,0.6092121005,2.9501435757
17,client_99,2015-01-01T03:00:00Z,-1.5645631552,0.8928043842,3.1932425499
18,client_99,2015-01-01T04:00:00Z,-0.6563961506,1.8670134543999999,4.4737148285
19,client_99,2015-01-01T05:00:00Z,0.2357304096,3.4754879475,6.4492416382
0,client_76,2015-01-01T01:00:00Z,29.71363208616748,34.485936090145124,39.25824009412277
1,client_76,2015-01-01T02:00:00Z,25.889458063607353,32.220404229881304,38.55135039615526
2,client_76,2015-01-01T03:00:00Z,24.381285827039427,32.1507565771197,39.92022732719997
3,client_76,2015-01-01T04:00:00Z,23.000907698254586,31.955601893624234,40.91029608899388
4,client_76,2015-01-01T05:00:00Z,21.89531313172034,31.94661849475875,41.99792385779717
0,client_155,2015-01-01T01:00:00Z,34.56173516512641,40.06344975361076,45.565164342095116
1,client_155,2015-01-01T02:00:00Z,33.132445168260695,41.16273516443013,49.19302516059955
2,client_155,2015-01-01T03:00:00Z,29.720124184181195,39.1442909820628,48.5684577799444
3,client_155,2015-01-01T04:00:00Z,24.712936861713228,34.33259022888859,43.95224359606394
4,client_155,2015-01-01T05:00:00Z,21.63004083552809,31.606826770225524,41.58361270492296
5,client_168,2015-01-01T01:00:00Z,21.298463159963827,25.77561798491127,30.24237729161076
6,client_168,2015-01-01T02:00:00Z,21.104885118978753,24.635762044361005,28.659904052646514
7,client_168,2015-01-01T03:00:00Z,19.375386364347055,22.576477402177247,27.90771285888857
8,client_168,2015-01-01T04:00:00Z,17.634893286986387,21.551563693331513,24.921359637301663
9,client_168,2015-01-01T05:00:00Z,15.937640064868937,21.130200074828398,25.03444487109959
0,client_33,2015-01-01T01:00:00Z,25.61143983999588,28.14367188183544,30.820084221524997
1,client_33,2015-01-01T02:00:00Z,23.62975547293221,26.291126599466104,29.126274352550002
2,client_33,2015-01-01T03:00:00Z,21.84634042600711,24.56802652986234,27.630593981367568
3,client_33,2015-01-01T04:00:00Z,20.596702148717963,23.90940426594254,27.40264742171713
4,client_33,2015-01-01T05:00:00Z,18.908595218848177,22.04886951238615,25.18020883122412
0,client_165,2015-01-01T01:00:00Z,335.3500671386719,390.2210998535156,503.4669494628906
1,client_165,2015-01-01T02:00:00Z,286.9478454589844,458.96026611328125,772.5271606445312
2,client_165,2015-01-01T03:00:00Z,341.4527282714844,347.8431396484375,619.696533203125
3,client_165,2015-01-01T04:00:00Z,308.7906188964844,422.083984375,725.7055053710938
4,client_165,2015-01-01T05:00:00Z,395.2363586425781,558.665771484375,856.3904418945312
5,client_240,2015-01-01T01:00:00Z,1015.6121399224684,1165.0533565279466,1316.9064383677744
6,client_240,2015-01-01T02:00:00Z,971.6990278579899,1135.4070274244004,1306.4606690806606
7,client_240,2015-01-01T03:00:00Z,958.2034500474457,1130.0173502640273,1326.433728507959
8,client_240,2015-01-01T04:00:00Z,1011.6930926762448,1205.1745614361478,1419.9826293171004
9,client_240,2015-01-01T05:00:00Z,992.501493637556,1210.7164269891705,1427.987207508735
0,client_11,2015-01-01T01:00:00Z,119.09665243312928,145.7974502490384,172.43625140819054
1,client_11,2015-01-01T02:00:00Z,114.24325877857784,135.30066536632117,159.2997826046433
2,client_11,2015-01-01T03:00:00Z,110.5572895249625,129.64791469502822,161.44226749370003
3,client_11,2015-01-01T04:00:00Z,108.78897197812178,132.14716009541644,152.24390539434054
4,client_11,2015-01-01T05:00:00Z,94.338621375584,125.30594334540895,148.59002777067258
5,client_324,2015-01-01T01:00:00Z,161.7646942138672,183.2789001464844,218.40960693359372
6,client_324,2015-01-01T02:00:00Z,146.24180603027344,174.0196075439453,213.77999877929688
7,client_324,2015-01-01T03:00:00Z,146.7864990234375,182.4618988037109,227.39649963378903
8,client_324,2015-01-01T04:00:00Z,146.24180603027344,172.11329650878906,229.5751953125
9,client_324,2015-01-01T05:00:00Z,144.06320190429688,187.63619995117188,249.18299865722656
10,client_331,2015-01-01T01:00:00Z,42.0961875916,47.787258148199996,53.8689308167
11,client_331,2015-01-01T02:00:00Z,33.5673942566,39.2196159363,44.444244384799994
12,client_331,2015-01-01T03:00:00Z,32.4345283508,37.9410476685,44.0833129883
13,client_331,2015-01-01T04:00:00Z,29.8803405762,36.5435180664,43.129829406700004
14,client_331,2015-01-01T05:00:00Z,32.767616272,40.261077880900004,49.2539024353
15,client_98,2015-01-01T01:00:00Z,94.29234313959999,145.5002441406,178.701171875
16,client_98,2015-01-01T02:00:00Z,35.0262565613,83.0033721924,131.2426147461
17,client_98,2015-01-01T03:00:00Z,97.0330352783,139.5909729004,194.48944091799999
18,client_98,2015-01-01T04:00:00Z,69.4955215454,123.34735870360001,181.0957641602
19,client_98,2015-01-01T05:00:00Z,28.626840591399997,67.2752685547,125.05829620360001
0,client_108,2015-01-01T01:00:00Z,34.751625061,38.0748176575,41.8133659363
1,client_108,2015-01-01T02:00:00Z,38.6242370605,43.01550674439999,48.3632698059
2,client_108,2015-01-01T03:00:00Z,38.3721084595,42.8279571533,47.6950569153
3,client_108,2015-01-01T04:00:00Z,37.1935958862,44.99988174439999,50.321586608900006
4,client_108,2015-01-01T05:00:00Z,39.6532402039,46.5867195129,54.3735275269
